"date","word","frequency","polarity_score","polarity_text"
"2014-04-23 14:27:12","joceyxo","1","0.0","nuetral"
"2014-04-23 14:27:12","cat","1","0.0","nuetral"
"2014-04-23 14:27:12","and","1","0.0","nuetral"
"2014-04-23 14:27:12","dog","1","0.0","nuetral"
"2014-04-23 14:27:12","i","1","0.0","nuetral"
"2014-04-23 14:27:12","mis","1","0.0","nuetral"
"2014-04-23 14:27:12","my","1","0.0","nuetral"
"2014-04-23 14:27:12","cat","1","0.0","nuetral"
"2014-04-23 14:27:12","n","1","0.0","nuetral"
"2014-04-23 14:27:12","dog","1","0.0","nuetral"
"2014-04-23 14:27:12","tf","1","0.0","nuetral"
"2014-04-23 14:27:10","rt","1","0.2333333333333333","positive"
"2014-04-23 14:27:10","realclamhammer","1","0.2333333333333333","positive"
"2014-04-23 14:27:10","ive","1","0.2333333333333333","positive"
"2014-04-23 14:27:10","had","1","0.2333333333333333","positive"
"2014-04-23 14:27:10","to","1","0.2333333333333333","positive"
"2014-04-23 14:27:10","argue","1","0.2333333333333333","positive"
"2014-04-23 14:27:10","in","1","0.2333333333333333","positive"
"2014-04-23 14:27:10","favor","1","0.2333333333333333","positive"
"2014-04-23 14:27:10","of","1","0.2333333333333333","positive"
"2014-04-23 14:27:10","cat","1","0.2333333333333333","positive"
"2014-04-23 14:27:10","being","1","0.2333333333333333","positive"
"2014-04-23 14:27:10","better","1","0.2333333333333333","positive"
"2014-04-23 14:27:10","than","1","0.2333333333333333","positive"
"2014-04-23 14:27:10","dog","1","0.2333333333333333","positive"
"2014-04-23 14:27:10","entirely","1","0.2333333333333333","positive"
"2014-04-23 14:27:10","too","1","0.2333333333333333","positive"
"2014-04-23 14:27:10","much","1","0.2333333333333333","positive"
"2014-04-23 14:27:10","thi","1","0.2333333333333333","positive"
"2014-04-23 14:27:10","year","1","0.2333333333333333","positive"
"2014-04-23 14:27:10","🐱","1","0.2333333333333333","positive"
"2014-04-23 14:27:10","gt","1","0.2333333333333333","positive"
"2014-04-23 14:27:10","🐶","1","0.2333333333333333","positive"
"2014-04-23 14:26:57","realkiefer","1","0.0","nuetral"
"2014-04-23 14:26:57","look","1","0.0","nuetral"
"2014-04-23 14:26:57","like","1","0.0","nuetral"
"2014-04-23 14:26:57","the","1","0.0","nuetral"
"2014-04-23 14:26:57","cat","1","0.0","nuetral"
"2014-04-23 14:26:57","from","1","0.0","nuetral"
"2014-04-23 14:26:57","cat","1","0.0","nuetral"
"2014-04-23 14:26:57","and","1","0.0","nuetral"
"2014-04-23 14:26:57","dog","1","0.0","nuetral"
"2014-04-23 14:26:37","thi","1","0.0","nuetral"
"2014-04-23 14:26:37","is","1","0.0","nuetral"
"2014-04-23 14:26:37","why","1","0.0","nuetral"
"2014-04-23 14:26:37","i","1","0.0","nuetral"
"2014-04-23 14:26:37","prefer","1","0.0","nuetral"
"2014-04-23 14:26:37","dog","1","0.0","nuetral"
"2014-04-23 14:26:37","over","1","0.0","nuetral"
"2014-04-23 14:26:37","cat","1","0.0","nuetral"
"2014-04-23 14:26:37","cat","1","0.0","nuetral"
"2014-04-23 14:26:37","think","1","0.0","nuetral"
"2014-04-23 14:26:37","they","1","0.0","nuetral"
"2014-04-23 14:26:37","rule","1","0.0","nuetral"
"2014-04-23 14:26:37","the","1","0.0","nuetral"
"2014-04-23 14:26:37","place","1","0.0","nuetral"
"2014-04-23 14:26:37","and","1","0.0","nuetral"
"2014-04-23 14:26:37","every","1","0.0","nuetral"
"2014-04-23 14:26:37","spot","1","0.0","nuetral"
"2014-04-23 14:26:37","is","1","0.0","nuetral"
"2014-04-23 14:26:37","there","1","0.0","nuetral"
"2014-04-23 14:26:37","dog","1","0.0","nuetral"
"2014-04-23 14:26:37","just","1","0.0","nuetral"
"2014-04-23 14:26:37","chill","1","0.0","nuetral"
"2014-04-23 14:26:37","whenever","1","0.0","nuetral"
"2014-04-23 14:26:37","they","1","0.0","nuetral"
"2014-04-23 14:26:37","want","1","0.0","nuetral"
"2014-04-23 14:26:37","to","1","0.0","nuetral"
"2014-04-23 14:26:37","be","1","0.0","nuetral"
"2014-04-23 14:26:37","at","1","0.0","nuetral"
"2014-04-23 14:26:30","macibookoutmtv","1","0.0","nuetral"
"2014-04-23 14:26:30","menshumor","1","0.0","nuetral"
"2014-04-23 14:26:30","petting","1","0.0","nuetral"
"2014-04-23 14:26:30","chart","1","0.0","nuetral"
"2014-04-23 14:26:30","cat","1","0.0","nuetral"
"2014-04-23 14:26:30","v","1","0.0","nuetral"
"2014-04-23 14:26:30","dog","1","0.0","nuetral"
"2014-04-23 14:26:30","http","1","0.0","nuetral"
"2014-04-23 14:26:30","t.co/kwfw6wse1y”","1","0.0","nuetral"
"2014-04-23 14:26:30","bookbe","1","0.0","nuetral"
"2014-04-23 14:26:30","😂”","1","0.0","nuetral"
"2014-04-23 14:26:14","ive","1","0.2333333333333333","positive"
"2014-04-23 14:26:14","had","1","0.2333333333333333","positive"
"2014-04-23 14:26:14","to","1","0.2333333333333333","positive"
"2014-04-23 14:26:14","argue","1","0.2333333333333333","positive"
"2014-04-23 14:26:14","in","1","0.2333333333333333","positive"
"2014-04-23 14:26:14","favor","1","0.2333333333333333","positive"
"2014-04-23 14:26:14","of","1","0.2333333333333333","positive"
"2014-04-23 14:26:14","cat","1","0.2333333333333333","positive"
"2014-04-23 14:26:14","being","1","0.2333333333333333","positive"
"2014-04-23 14:26:14","better","1","0.2333333333333333","positive"
"2014-04-23 14:26:14","than","1","0.2333333333333333","positive"
"2014-04-23 14:26:14","dog","1","0.2333333333333333","positive"
"2014-04-23 14:26:14","entirely","1","0.2333333333333333","positive"
"2014-04-23 14:26:14","too","1","0.2333333333333333","positive"
"2014-04-23 14:26:14","much","1","0.2333333333333333","positive"
"2014-04-23 14:26:14","thi","1","0.2333333333333333","positive"
"2014-04-23 14:26:14","year","1","0.2333333333333333","positive"
"2014-04-23 14:26:14","🐱","1","0.2333333333333333","positive"
"2014-04-23 14:26:14","gt","1","0.2333333333333333","positive"
"2014-04-23 14:26:14","🐶","1","0.2333333333333333","positive"
"2014-04-23 14:25:33","can","1","0.0","nuetral"
"2014-04-23 14:25:33","someone","1","0.0","nuetral"
"2014-04-23 14:25:33","save","1","0.0","nuetral"
"2014-04-23 14:25:33","thi","1","0.0","nuetral"
